139,Steinway Parkway,40.71577777777778,-73.99766666666666,8871.727724218861$11483.156295647434$14094.584867076004$16706.013438504575$19317.442009933147$21928.870581361716$24540.299152790292$27151.72772421886$27151.72772421886$24105.061057552193$21058.39439088553$18011.72772421886$18011.72772421886$21058.394390885525$24105.061057552193$27151.72772421886$27151.72772421886$24540.299152790292$21928.87058136172$19317.442009933147$16706.013438504575$14094.584867076006$11483.156295647434$8871.727724218861,4986.336557990688$5916.050843704974$6845.765129419258$7775.479415133545$8705.19370084783$9634.907986562115$10564.622272276403$11494.336557990688$11494.336557990688$10409.669891324022$9325.003224657354$8240.336557990688$8240.336557990688$9325.003224657354$10409.669891324022$11494.336557990688$11494.336557990688$10564.622272276403$9634.907986562117$8705.19370084783$7775.479415133545$6845.76512941926$5916.050843704974$4986.336557990688,6529.737552966697$7950.023267252412$9370.308981538126$10790.59469582384$12210.880410109554$13631.166124395268$15051.451838680983$16471.737552966697$16471.737552966697$14814.737552966697$13157.737552966697$11500.737552966697$11500.737552966697$13157.737552966697$14814.737552966697$16471.737552966697$16471.737552966697$15051.451838680983$13631.16612439527$12210.880410109554$10790.59469582384$9370.308981538126$7950.023267252413$6529.737552966697
140,Utopia Lane,40.71577777777778,-73.99322222222222,6022.738744645525$7543.881601788382$9065.024458931239$10586.167316074096$12107.310173216953$13628.45303035981$15149.595887502668$16670.738744645525$16670.738744645525$14896.072077978857$13121.405411312193$11346.738744645525$11346.738744645525$13121.405411312191$14896.072077978857$16670.738744645525$16670.738744645525$15149.595887502668$13628.453030359811$12107.310173216953$10586.167316074096$9065.02445893124$7543.881601788382$6022.738744645525,6519.873499763869$8791.016356906726$11062.159214049583$13333.302071192442$15604.444928335297$17875.587785478154$20146.730642621016$22417.87349976387$22417.87349976387$19768.206833097203$17118.54016643054$14468.87349976387$14468.87349976387$17118.540166430535$19768.206833097203$22417.87349976387$22417.87349976387$20146.730642621016$17875.587785478157$15604.444928335297$13333.302071192442$11062.159214049585$8791.016356906728$6519.873499763869,5881.321403265314$7531.321403265314$9181.321403265314$10831.321403265314$12481.321403265314$14131.321403265312$15781.321403265314$17431.321403265316$17431.321403265316$15506.321403265314$13581.321403265314$11656.321403265314$11656.321403265314$13581.321403265314$15506.321403265314$17431.321403265316$17431.321403265316$15781.321403265314$14131.321403265314$12481.321403265314$10831.321403265314$9181.321403265316$7531.321403265316$5881.321403265314
141,America Parkway,40.71577777777778,-73.98877777777778,6985.543165878227$9452.40030873537$11919.257451592513$14386.114594449657$16852.971737306798$19319.828880163943$21786.686023021088$24253.543165878225$24253.543165878225$21375.543165878225$18497.54316587823$15619.543165878227$15619.543165878227$18497.543165878225$21375.543165878225$24253.543165878225$24253.543165878225$21786.686023021088$19319.828880163943$16852.971737306798$14386.114594449657$11919.257451592515$9452.40030873537$6985.543165878227,5934.87280516257$8295.444233733999$10656.015662305426$13016.587090876856$15377.158519448283$17737.72994801971$20098.301376591142$22458.87280516257$22458.87280516257$19704.87280516257$16950.872805162573$14196.87280516257$14196.87280516257$16950.87280516257$19704.87280516257$22458.87280516257$22458.87280516257$20098.301376591142$17737.729948019714$15377.158519448283$13016.587090876856$10656.015662305428$8295.444233733999$5934.87280516257,3346.7375113726566$4023.8803685155135$4701.023225658371$5378.166082801228$6055.308939944085$6732.451797086942$7409.5946542298$8086.737511372657$8086.737511372657$7296.737511372657$6506.737511372657$5716.737511372657$5716.737511372657$6506.737511372657$7296.737511372657$8086.737511372657$8086.737511372657$7409.5946542298$6732.451797086943$6055.308939944085$5378.166082801228$4701.023225658371$4023.880368515514$3346.7375113726566
142,Bowery Lane,40.71577777777778,-73.98433333333334,3455.7983558787246$3709.226927307296$3962.6554987358672$4216.084070164439$4469.51264159301$4722.9412130215815$4976.369784450153$5229.798355878725$5229.798355878725$4934.131689212058$4638.465022545392$4342.798355878725$4342.798355878725$4638.465022545392$4934.131689212058$5229.798355878725$5229.798355878725$4976.369784450153$4722.9412130215815$4469.51264159301$4216.084070164439$3962.6554987358677$3709.226927307296$3455.7983558787246,4796.06977595404$6399.212633096897$8002.355490239754$9605.49834738261$11208.641204525467$12811.784061668324$14414.926918811183$16018.06977595404$16018.06977595404$14147.736442620706$12277.403109287374$10407.06977595404$10407.06977595404$12277.403109287372$14147.736442620706$16018.06977595404$16018.06977595404$14414.926918811183$12811.784061668326$11208.641204525467$9605.49834738261$8002.355490239755$6399.212633096898$4796.06977595404,5755.713018276019$7707.998732561733$9660.284446847449$11612.570161133162$13564.855875418876$15517.14158970459$17469.427303990306$19421.71301827602$19421.71301827602$17144.04635160935$14866.379684942687$12588.71301827602$12588.71301827602$14866.379684942685$17144.04635160935$19421.71301827602$19421.71301827602$17469.427303990306$15517.141589704592$13564.855875418876$11612.570161133162$9660.28444684745$7707.998732561735$5755.713018276019
143,Madison Lane,40.71577777777778,-73.9798888888889,6363.841472158414$8113.841472158414$9863.841472158414$11613.841472158414$13363.841472158414$15113.841472158412$16863.841472158412$18613.841472158412$18613.841472158412$16572.174805491748$14530.508138825082$12488.841472158414$12488.841472158414$14530.50813882508$16572.174805491748$18613.841472158412$18613.841472158412$16863.841472158412$15113.841472158414$13363.841472158414$11613.841472158414$9863.841472158416$8113.841472158415$6363.841472158414,6574.9283556128485$8688.071212755705$10801.214069898562$12914.356927041421$15027.499784184276$17140.642641327133$19253.78549846999$21366.92835561285$21366.92835561285$18901.595022279515$16436.261688946182$13970.928355612848$13970.928355612848$16436.26168894618$18901.595022279515$21366.92835561285$21366.92835561285$19253.78549846999$17140.642641327133$15027.499784184276$12914.356927041421$10801.214069898564$8688.071212755705$6574.9283556128485,4479.139700781875$5501.996843639017$6524.85398649616$7547.7111293533035$8570.568272210447$9593.425415067588$10616.282557924733$11639.139700781874$11639.139700781874$10445.806367448542$9252.47303411521$8059.139700781875$8059.139700781875$9252.473034115208$10445.806367448542$11639.139700781874$11639.139700781874$10616.282557924733$9593.42541506759$8570.568272210447$7547.7111293533035$6524.853986496161$5501.996843639018$4479.139700781875
144,Victory Circle,40.71577777777778,-73.97544444444445,4940.58137891895$6292.867093204664$7645.152807490378$8997.438521776094$10349.724236061807$11702.009950347521$13054.295664633235$14406.581378918949$14406.581378918949$12828.91471225228$11251.248045585617$9673.581378918949$9673.581378918949$11251.248045585617$12828.91471225228$14406.581378918949$14406.581378918949$13054.295664633235$11702.009950347521$10349.724236061807$8997.438521776094$7645.152807490379$6292.867093204664$4940.58137891895,4098.1311704397685$4749.845456154055$5401.55974186834$6053.274027582625$6704.988313296912$7356.702599011197$8008.416884725483$8660.131170439769$8660.131170439769$7899.797837106435$7139.4645037731025$6379.1311704397685$6379.1311704397685$7139.464503773102$7899.797837106435$8660.131170439769$8660.131170439769$8008.416884725483$7356.702599011197$6704.988313296912$6053.274027582625$5401.559741868341$4749.845456154055$4098.1311704397685,4510.40193397644$5839.544791119297$7168.687648262154$8497.830505405012$9826.97336254787$11156.116219690724$12485.259076833583$13814.40193397644$13814.40193397644$12263.735267309772$10713.068600643108$9162.40193397644$9162.40193397644$10713.068600643106$12263.735267309772$13814.40193397644$13814.40193397644$12485.259076833583$11156.116219690726$9826.97336254787$8497.830505405012$7168.687648262156$5839.544791119299$4510.40193397644
145,Bowery Parkway,40.71577777777778,-73.971,5847.881789900435$8378.453218471863$10909.024647043292$13439.596075614721$15970.167504186149$18500.738932757577$21031.310361329008$23561.881789900435$23561.881789900435$20609.5484565671$17657.215123233767$14704.881789900435$14704.881789900435$17657.215123233767$20609.5484565671$23561.881789900435$23561.881789900435$21031.310361329008$18500.73893275758$15970.167504186149$13439.596075614721$10909.024647043294$8378.453218471865$5847.881789900435,3670.8117295376105$4792.240300966182$5913.668872394754$7035.097443823325$8156.526015251896$9277.954586680466$10399.38315810904$11520.81172953761$11520.81172953761$10212.478396204277$8904.145062870944$7595.8117295376105$7595.8117295376105$8904.145062870943$10212.478396204277$11520.81172953761$11520.81172953761$10399.38315810904$9277.954586680467$8156.526015251896$7035.097443823325$5913.6688723947545$4792.240300966183$3670.8117295376105,4903.741755694503$7067.1703271230745$9230.598898551645$11394.02746998022$13557.456041408788$15720.884612837359$17884.313184265935$20047.741755694504$20047.741755694504$17523.741755694504$14999.741755694506$12475.741755694504$12475.741755694504$14999.741755694504$17523.741755694504$20047.741755694504$20047.741755694504$17884.313184265935$15720.88461283736$13557.456041408788$11394.02746998022$9230.598898551647$7067.170327123075$4903.741755694503
146,Stanley Lane,40.720666666666666,-74.011,1382.7345824881158$1623.02029677383$1863.3060110595445$2103.591725345259$2343.877439630973$2584.1631539166874$2824.4488682024016$3064.734582488116$3064.734582488116$2784.4012491547824$2504.0679158214493$2223.734582488116$2223.734582488116$2504.0679158214493$2784.4012491547824$3064.734582488116$3064.734582488116$2824.4488682024016$2584.1631539166874$2343.877439630973$2103.591725345259$1863.3060110595447$1623.0202967738303$1382.7345824881158,2757.295805904182$3955.0100916184674$5152.724377332754$6350.43866304704$7548.152948761324$8745.867234475609$9943.581520189897$11141.295805904181$11141.295805904181$9743.962472570847$8346.629139237515$6949.295805904182$6949.295805904182$8346.629139237515$9743.962472570847$11141.295805904181$11141.295805904181$9943.581520189897$8745.86723447561$7548.152948761324$6350.43866304704$5152.724377332755$3955.0100916184683$2757.295805904182,1344.0666396062259$1570.35235389194$1796.6380681776545$2022.9237824633688$2249.209496749083$2475.495211034797$2701.7809253205114$2928.066639606226$2928.066639606226$2664.0666396062256$2400.066639606226$2136.066639606226$2136.066639606226$2400.066639606226$2664.0666396062256$2928.066639606226$2928.066639606226$2701.7809253205114$2475.4952110347976$2249.209496749083$2022.9237824633688$1796.6380681776545$1570.3523538919403$1344.0666396062259
147,Steinway Boulevard,40.720666666666666,-74.00655555555555,4909.922152082921$6912.493580654349$8915.065009225778$10917.636437797206$12920.207866368633$14922.779294940061$16925.350723511492$18927.92215208292$18927.92215208292$16591.588818749588$14255.255485416255$11918.92215208292$11918.92215208292$14255.255485416252$16591.588818749588$18927.92215208292$18927.92215208292$16925.350723511492$14922.779294940065$12920.207866368633$10917.636437797206$8915.065009225778$6912.49358065435$4909.922152082921,2518.396338783588$3346.682053069302$4174.967767355016$5003.2534816407315$5831.539195926445$6659.824910212159$7488.110624497875$8316.396338783588$8316.396338783588$7350.063005450254$6383.729672116922$5417.396338783588$5417.396338783588$6383.7296721169205$7350.063005450254$8316.396338783588$8316.396338783588$7488.110624497875$6659.824910212159$5831.539195926445$5003.2534816407315$4174.967767355017$3346.6820530693026$2518.396338783588,1909.3356196711904$2217.33561967119$2525.33561967119$2833.33561967119$3141.33561967119$3449.33561967119$3757.33561967119$4065.33561967119$4065.33561967119$3706.002286337857$3346.668953004524$2987.33561967119$2987.33561967119$3346.6689530045237$3706.002286337857$4065.33561967119$4065.33561967119$3757.33561967119$3449.33561967119$3141.33561967119$2833.33561967119$2525.3356196711907$2217.3356196711907$1909.3356196711904
148,Steinway Circle,40.720666666666666,-74.0021111111111,3604.563848553457$4497.4209914105995$5390.278134267743$6283.135277124886$7175.992419982029$8068.84956283917$8961.706705696315$9854.563848553456$9854.563848553456$8812.89718188679$7771.230515220124$6729.563848553456$6729.563848553456$7771.2305152201225$8812.89718188679$9854.563848553456$9854.563848553456$8961.706705696315$8068.849562839172$7175.992419982029$6283.135277124886$5390.278134267743$4497.4209914105995$3604.563848553457,5503.377831036986$7732.234973894129$9961.092116751272$12189.949259608416$14418.806402465558$16647.6635453227$18876.520688179844$21105.377831036985$21105.377831036985$18505.04449770365$15904.711164370321$13304.377831036985$13304.377831036985$15904.711164370317$18505.04449770365$21105.377831036985$21105.377831036985$18876.520688179844$16647.6635453227$14418.806402465558$12189.949259608416$9961.092116751275$7732.23497389413$5503.377831036986,6264.03452147671$8776.891664333853$11289.748807190996$13802.605950048139$16315.46309290528$18828.320235762425$21341.17737861957$23854.03452147671$23854.03452147671$20922.367854810043$17990.70118814338$15059.03452147671$15059.03452147671$17990.701188143375$20922.367854810043$23854.03452147671$23854.03452147671$21341.17737861957$18828.320235762425$16315.46309290528$13802.605950048139$11289.748807190997$8776.891664333854$6264.03452147671
149,Steinway Way,40.720666666666666,-73.99766666666666,6563.426857445524$8703.426857445524$10843.426857445524$12983.426857445524$15123.426857445524$17263.42685744552$19403.426857445524$21543.426857445524$21543.426857445524$19046.760190778856$16550.09352411219$14053.426857445524$14053.426857445524$16550.09352411219$19046.760190778856$21543.426857445524$21543.426857445524$19403.426857445524$17263.426857445524$15123.426857445524$12983.426857445524$10843.426857445525$8703.426857445524$6563.426857445524,6834.235694868523$9526.80712343995$12219.37855201138$14911.949980582809$17604.521409154237$20297.092837725664$22989.664266297095$25682.235694868523$25682.235694868523$22540.902361535187$19399.56902820186$16258.235694868523$16258.235694868523$19399.569028201855$22540.902361535187$25682.235694868523$25682.235694868523$22989.664266297095$20297.092837725668$17604.521409154237$14911.949980582809$12219.378552011382$9526.807123439952$6834.235694868523,4351.3811722578375$5526.809743686408$6702.238315114981$7877.666886543551$9053.095457972122$10228.524029400693$11403.952600829267$12579.381172257838$12579.381172257838$11208.047838924504$9836.714505591171$8465.381172257838$8465.381172257838$9836.71450559117$11208.047838924504$12579.381172257838$12579.381172257838$11403.952600829267$10228.524029400694$9053.095457972122$7877.666886543551$6702.238315114981$5526.809743686409$4351.3811722578375
150,Lexington Circle,40.720666666666666,-73.99322222222222,7826.402784958107$10387.25992781525$12948.117070672393$15508.974213529536$18069.831356386676$20630.68849924382$23191.545642100966$25752.402784958107$25752.402784958107$22764.73611829144$19777.069451624775$16789.402784958107$16789.402784958107$19777.06945162477$22764.73611829144$25752.402784958107$25752.402784958107$23191.545642100966$20630.68849924382$18069.831356386676$15508.974213529536$12948.117070672395$10387.259927815252$7826.402784958107,6232.310882316169$8485.453739459026$10738.596596601883$12991.739453744742$15244.882310887597$17498.025168030454$19751.168025173316$22004.31088231617$22004.31088231617$19375.644215649503$16746.97754898284$14118.31088231617$14118.31088231617$16746.977548982835$19375.644215649503$22004.31088231617$22004.31088231617$19751.168025173316$17498.025168030457$15244.882310887597$12991.739453744742$10738.596596601885$8485.453739459028$6232.310882316169,4506.646164326718$5694.074735755288$6881.503307183861$8068.931878612431$9256.360450041002$10443.789021469573$11631.217592898147$12818.646164326718$12818.646164326718$11433.312830993384$10047.979497660051$8662.646164326718$8662.646164326718$10047.97949766005$11433.312830993384$12818.646164326718$12818.646164326718$11631.217592898147$10443.789021469574$9256.360450041002$8068.931878612431$6881.503307183861$5694.074735755289$4506.646164326718
151,Madison Circle,40.720666666666666,-73.98877777777778,8365.82661188014$10960.969469022997$13556.112326165854$16151.255183308713$18746.398040451568$21341.540897594423$23936.683754737285$26531.82661188014$26531.82661188014$23504.159945213472$20476.493278546808$17448.82661188014$17448.82661188014$20476.493278546805$23504.159945213472$26531.82661188014$26531.82661188014$23936.683754737285$21341.540897594426$18746.398040451568$16151.255183308713$13556.112326165856$10960.969469022999$8365.82661188014,2691.9565651593$2978.2422794450144$3264.5279937307287$3550.8137080164433$3837.099422302157$4123.385136587872$4409.6708508735865$4695.9565651593$4695.9565651593$4361.9565651593$4027.9565651593$3693.9565651593$3693.9565651593$4027.9565651593$4361.9565651593$4695.9565651593$4695.9565651593$4409.6708508735865$4123.385136587872$3837.099422302157$3550.8137080164433$3264.5279937307287$2978.2422794450144$2691.9565651593,6183.349051882593$8174.7776233111645$10166.206194739734$12157.634766168308$14149.063337596877$16140.491909025448$18131.92048045402$20123.349051882593$20123.349051882593$17800.015718549257$15476.682385215927$13153.349051882593$13153.349051882593$15476.682385215925$17800.015718549257$20123.349051882593$20123.349051882593$18131.92048045402$16140.49190902545$14149.063337596877$12157.634766168308$10166.206194739738$8174.777623311165$6183.349051882593
152,Christopher Drive,40.720666666666666,-73.98433333333334,11033.763314407106$13872.04902869282$16710.334742978535$19548.62045726425$22386.906171549963$25225.191885835673$28063.47760012139$30901.763314407108$30901.763314407108$27590.429981073772$24279.096647740444$20967.763314407108$20967.763314407108$24279.096647740436$27590.429981073772$30901.763314407108$30901.763314407108$28063.47760012139$25225.19188583568$22386.906171549963$19548.62045726425$16710.334742978535$13872.049028692822$11033.763314407106,5597.384133954879$7243.955562526307$8890.526991097737$10537.098419669164$12183.669848240592$13830.24127681202$15476.81270538345$17123.384133954878$17123.384133954878$15202.384133954878$13281.384133954878$11360.384133954878$11360.384133954878$13281.384133954878$15202.384133954878$17123.384133954878$17123.384133954878$15476.81270538345$13830.241276812023$12183.669848240592$10537.098419669164$8890.526991097737$7243.955562526308$5597.384133954879,7981.521858768088$10119.807573053802$12258.093287339518$14396.379001625231$16534.664715910945$18672.95043019666$20811.236144482376$22949.521858768087$22949.521858768087$20454.855192101422$17960.188525434758$15465.521858768088$15465.521858768088$17960.188525434754$20454.855192101422$22949.521858768087$22949.521858768087$20811.236144482376$18672.95043019666$16534.664715910945$14396.379001625231$12258.093287339518$10119.807573053804$7981.521858768088
153,Love Parkway,40.720666666666666,-73.9798888888889,7740.38735732315$8158.38735732315$8576.38735732315$8994.38735732315$9412.38735732315$9830.38735732315$10248.38735732315$10666.38735732315$10666.38735732315$10178.720690656482$9691.054023989818$9203.38735732315$9203.38735732315$9691.054023989816$10178.720690656482$10666.38735732315$10666.38735732315$10248.38735732315$9830.38735732315$9412.38735732315$8994.38735732315$8576.38735732315$8158.38735732315$7740.38735732315,6157.57517079058$7698.146599362009$9238.718027933437$10779.289456504866$12319.860885076294$13860.432313647721$15401.003742219153$16941.57517079058$16941.57517079058$15144.241837457246$13346.908504123914$11549.57517079058$11549.57517079058$13346.908504123912$15144.241837457246$16941.57517079058$16941.57517079058$15401.003742219153$13860.432313647723$12319.860885076294$10779.289456504866$9238.718027933439$7698.1465993620095$6157.57517079058,5988.368427801514$6719.511284944371$7450.654142087229$8181.796999230086$8912.939856372943$9644.0827135158$10375.225570658658$11106.368427801513$11106.368427801513$10253.368427801513$9400.368427801513$8547.368427801513$8547.368427801513$9400.368427801513$10253.368427801513$11106.368427801513$11106.368427801513$10375.225570658658$9644.0827135158$8912.939856372943$8181.796999230086$7450.654142087229$6719.511284944372$5988.368427801514
154,America Way,40.720666666666666,-73.97544444444445,6205.862921018756$7341.577206733042$8477.291492447328$9613.005778161614$10748.720063875899$11884.434349590185$13020.148635304471$14155.862921018757$14155.862921018757$12830.862921018757$11505.862921018757$10180.862921018757$10180.862921018757$11505.862921018757$12830.862921018757$14155.862921018757$14155.862921018757$13020.148635304471$11884.434349590185$10748.720063875899$9613.005778161614$8477.29149244733$7341.577206733043$6205.862921018756,3917.873346707063$4282.7304895642055$4647.587632421349$5012.444775278492$5377.301918135634$5742.159060992777$6107.01620384992$6471.873346707063$6471.873346707063$6046.206680040395$5620.540013373729$5194.873346707063$5194.873346707063$5620.540013373729$6046.206680040395$6471.873346707063$6471.873346707063$6107.01620384992$5742.159060992777$5377.301918135634$5012.444775278492$4647.587632421349$4282.7304895642055$3917.873346707063,5294.355724893342$6871.212867750485$8448.070010607627$10024.92715346477$11601.784296321912$13178.641439179057$14755.498582036202$16332.355724893343$16332.355724893343$14492.689058226675$12653.02239156001$10813.355724893343$10813.355724893343$12653.022391560007$14492.689058226675$16332.355724893343$16332.355724893343$14755.498582036202$13178.641439179057$11601.784296321912$10024.92715346477$8448.07001060763$6871.212867750485$5294.355724893342
155,Birmingham Drive,40.720666666666666,-73.971,3177.4590609871802$3651.173346701466$4124.887632415752$4598.601918130038$5072.316203844322$5546.030489558609$6019.744775272895$6493.45906098718$6493.45906098718$5940.792394320513$5388.125727653847$4835.45906098718$4835.45906098718$5388.125727653847$5940.792394320513$6493.45906098718$6493.45906098718$6019.744775272895$5546.030489558609$5072.316203844322$4598.601918130038$4124.887632415752$3651.173346701466$3177.4590609871802,3186.2639440957632$3686.8353726671917$4187.406801238621$4687.978229810049$5188.5496583814775$5689.121086952906$6189.692515524335$6690.263944095763$6690.263944095763$6106.263944095763$5522.263944095764$4938.263944095763$4938.263944095763$5522.263944095763$6106.263944095763$6690.263944095763$6690.263944095763$6189.692515524335$5689.121086952906$5188.5496583814775$4687.978229810049$4187.406801238621$3686.835372667192$3186.2639440957632,4123.539941740377$5718.968513168949$7314.39708459752$8909.825656026092$10505.254227454663$12100.682798883234$13696.111370311806$15291.539941740377$15291.539941740377$13430.206608407043$11568.87327507371$9707.539941740377$9707.539941740377$11568.873275073709$13430.206608407043$15291.539941740377$15291.539941740377$13696.111370311806$12100.682798883234$10505.254227454663$8909.825656026092$7314.397084597522$5718.968513168949$4123.539941740377
156,Manning Lane,40.72555555555556,-74.011,3574.7065654352264$5111.849422578083$6648.99227972094$8186.135136863798$9723.277994006654$11260.42085114951$12797.56370829237$14334.706565435226$14334.706565435226$12541.373232101892$10748.03989876856$8954.706565435226$8954.706565435226$10748.039898768558$12541.373232101892$14334.706565435226$14334.706565435226$12797.56370829237$11260.420851149513$9723.277994006654$8186.135136863798$6648.992279720942$5111.849422578084$3574.7065654352264,2728.5777254657405$3612.006296894312$4495.434868322884$5378.863439751455$6262.292011180026$7145.720582608597$8029.14915403717$8912.57772546574$8912.57772546574$7881.9110587990735$6851.2443921324075$5820.5777254657405$5820.5777254657405$6851.244392132407$7881.9110587990735$8912.57772546574$8912.57772546574$8029.14915403717$7145.720582608597$6262.292011180026$5378.863439751455$4495.4348683228845$3612.006296894312$2728.5777254657405,4867.42928117705$6958.286424034193$9049.143566891335$11140.00070974848$13230.85785260562$15321.714995462764$17412.57213831991$19503.42928117705$19503.42928117705$17064.095947843714$14624.762614510384$12185.42928117705$12185.42928117705$14624.762614510382$17064.095947843714$19503.42928117705$19503.42928117705$17412.57213831991$15321.714995462764$13230.85785260562$11140.00070974848$9049.143566891336$6958.286424034193$4867.42928117705
157,Maiden Parkway,40.72555555555556,-74.00655555555555,6310.012208253656$9097.155065396513$11884.29792253937$14671.440779682229$17458.583636825086$20245.72649396794$23032.869351110803$25820.012208253658$25820.012208253658$22568.34554158699$19316.678874920326$16065.012208253656$16065.012208253656$19316.678874920322$22568.34554158699$25820.012208253658$25820.012208253658$23032.869351110803$20245.726493967944$17458.583636825086$14671.440779682229$11884.297922539372$9097.155065396515$6310.012208253656,4068.4064444096357$5392.406444409636$6716.406444409636$8040.406444409636$9364.406444409635$10688.406444409635$12012.406444409635$13336.406444409635$13336.406444409635$11791.739777742967$10247.073111076303$8702.406444409635$8702.406444409635$10247.0731110763$11791.739777742967$13336.406444409635$13336.406444409635$12012.406444409635$10688.406444409635$9364.406444409635$8040.406444409636$6716.406444409637$5392.406444409636$4068.4064444096357,3131.8116663882956$3884.9545235311525$4638.097380674009$5391.240237816867$6144.383094959724$6897.525952102581$7650.668809245439$8403.811666388296$8403.811666388296$7525.144999721629$6646.478333054963$5767.811666388296$5767.811666388296$6646.478333054962$7525.144999721629$8403.811666388296$8403.811666388296$7650.668809245439$6897.525952102582$6144.383094959724$5391.240237816867$4638.09738067401$3884.9545235311525$3131.8116663882956
158,Bowery Circle,40.72555555555556,-74.0021111111111,2527.9135680077834$2710.1992822934976$2892.484996579212$3074.7707108649265$3257.0564251506403$3439.342139436355$3621.627853722069$3803.9135680077834$3803.9135680077834$3591.2469013411164$3378.5802346744504$3165.9135680077834$3165.9135680077834$3378.58023467445$3591.2469013411164$3803.9135680077834$3803.9135680077834$3621.627853722069$3439.342139436355$3257.0564251506403$3074.7707108649265$2892.484996579212$2710.1992822934976$2527.9135680077834,7036.240429314445$9803.669000743017$12571.097572171588$15338.52614360016$18105.95471502873$20873.3832864573$23640.811857885878$26408.240429314446$26408.240429314446$23179.57376264778$19950.907095981114$16722.240429314446$16722.240429314446$19950.90709598111$23179.57376264778$26408.240429314446$26408.240429314446$23640.811857885878$20873.383286457305$18105.95471502873$15338.52614360016$12571.09757217159$9803.669000743017$7036.240429314445,2864.8288935572405$3185.1146078429547$3505.400322128669$3825.686036414383$4145.971750700098$4466.257464985812$4786.543179271526$5106.82889355724$5106.82889355724$4733.162226890574$4359.495560223908$3985.8288935572405$3985.8288935572405$4359.495560223907$4733.162226890574$5106.82889355724$5106.82889355724$4786.543179271526$4466.2574649858125$4145.971750700098$3825.686036414383$3505.4003221286694$3185.1146078429547$2864.8288935572405
159,Canal Drive,40.72555555555556,-73.99766666666666,5764.644896007761$6926.073467436333$8087.5020388649045$9248.930610293475$10410.359181722048$11571.787753150616$12733.21632457919$13894.644896007761$13894.644896007761$12539.644896007761$11184.644896007761$9829.644896007761$9829.644896007761$11184.644896007761$12539.644896007761$13894.644896007761$13894.644896007761$12733.21632457919$11571.787753150618$10410.359181722048$9248.930610293475$8087.502038864905$6926.073467436334$5764.644896007761,7893.0725667171655$10705.358281002878$13517.643995288592$16329.92970957431$19142.215423860023$21954.501138145733$24766.78685243145$27579.072566717165$27579.072566717165$24298.072566717165$21017.072566717165$17736.072566717165$17736.072566717165$21017.072566717165$24298.072566717165$27579.072566717165$27579.072566717165$24766.78685243145$21954.501138145737$19142.215423860023$16329.92970957431$13517.643995288596$10705.358281002882$7893.0725667171655,6915.97906613522$9215.97906613522$11515.97906613522$13815.97906613522$16115.97906613522$18415.97906613522$20715.97906613522$23015.97906613522$23015.97906613522$20332.645732801884$17649.312399468556$14965.97906613522$14965.97906613522$17649.312399468552$20332.645732801884$23015.97906613522$23015.97906613522$20715.97906613522$18415.97906613522$16115.97906613522$13815.97906613522$11515.979066135222$9215.979066135222$6915.97906613522
160,Bowery Heights,40.72555555555556,-73.99322222222222,7788.068173681052$8733.782459395337$9679.496745109624$10625.21103082391$11570.925316538194$12516.639602252479$13462.353887966767$14408.068173681051$14408.068173681051$13304.734840347719$12201.401507014387$11098.068173681051$11098.068173681051$12201.401507014385$13304.734840347719$14408.068173681051$14408.068173681051$13462.353887966767$12516.63960225248$11570.925316538194$10625.21103082391$9679.496745109624$8733.782459395337$7788.068173681052,8655.158631955714$11180.015774812855$13704.87291767$16229.730060527141$18754.587203384282$21279.444346241427$23804.301489098572$26329.158631955714$26329.158631955714$23383.491965289046$20437.82529862238$17492.158631955714$17492.158631955714$20437.825298622378$23383.491965289046$26329.158631955714$26329.158631955714$23804.301489098572$21279.444346241427$18754.587203384282$16229.730060527141$13704.87291767$11180.015774812857$8655.158631955714,4295.841263565671$4613.841263565671$4931.841263565671$5249.841263565671$5567.841263565671$5885.841263565671$6203.841263565671$6521.841263565671$6521.841263565671$6150.841263565671$5779.841263565671$5408.841263565671$5408.841263565671$5779.841263565671$6150.841263565671$6521.841263565671$6521.841263565671$6203.841263565671$5885.841263565671$5567.841263565671$5249.841263565671$4931.841263565671$4613.841263565671$4295.841263565671
161,Stanley Avenue,40.72555555555556,-73.98877777777778,8598.442926540441$10510.442926540441$12422.442926540441$14334.442926540441$16246.442926540441$18158.44292654044$20070.44292654044$21982.44292654044$21982.44292654044$19751.776259873775$17521.10959320711$15290.442926540441$15290.442926540441$17521.109593207108$19751.776259873775$21982.44292654044$21982.44292654044$20070.44292654044$18158.44292654044$16246.442926540441$14334.442926540441$12422.442926540443$10510.442926540443$8598.442926540441,5215.43631294761$6296.293455804753$7377.150598661896$8458.007741519039$9538.86488437618$10619.722027233323$11700.579170090467$12781.43631294761$12781.43631294761$11520.43631294761$10259.436312947611$8998.43631294761$8998.43631294761$10259.43631294761$11520.43631294761$12781.43631294761$12781.43631294761$11700.579170090467$10619.722027233325$9538.86488437618$8458.007741519039$7377.150598661896$6296.293455804753$5215.43631294761,6700.147958836336$8467.00510169348$10233.86224455062$12000.719387407766$13767.576530264907$15534.43367312205$17301.290815979195$19068.147958836336$19068.147958836336$17006.814625503$14945.48129216967$12884.147958836336$12884.147958836336$14945.481292169668$17006.814625503$19068.147958836336$19068.147958836336$17301.290815979195$15534.43367312205$13767.576530264907$12000.719387407766$10233.862244550623$8467.00510169348$6700.147958836336
